rainfall,crop,soil_type,season,pesticide,success_rate
372,wheat,red,rainy,Carbendazim,42
285,rice,red,winter,Carbendazim,72
220,wheat,red,summer,Deltamethrin,85
236,wheat,black,winter,Deltamethrin,100
476,rice,black,winter,Chlorpyrifos,60
349,rice,black,rainy,Deltamethrin,90
380,wheat,red,winter,Carbendazim,62
229,rice,red,winter,Chlorpyrifos,75
306,rice,red,summer,Deltamethrin,55
291,rice,red,summer,Mancozeb,78
280,wheat,red,summer,Chlorpyrifos,75
105,wheat,black,summer,Glyphosate,85
259,wheat,red,winter,Carbendazim,92
304,wheat,black,rainy,Imidacloprid,65
408,wheat,black,rainy,Glyphosate,55
282,wheat,red,rainy,Copper Sulfate,68
474,rice,black,winter,Glyphosate,55
195,rice,black,rainy,Deltamethrin,100
451,rice,black,rainy,Copper Sulfate,73
487,wheat,black,summer,Glyphosate,55
132,rice,black,winter,Carbendazim,87
446,wheat,red,rainy,Glyphosate,40
235,wheat,red,rainy,Mancozeb,78
269,wheat,black,summer,Chlorpyrifos,90
498,wheat,black,rainy,Carbendazim,57
263,wheat,black,winter,Copper Sulfate,100
284,wheat,red,rainy,Deltamethrin,85
125,wheat,black,summer,Mancozeb,93
77,rice,black,summer,Glyphosate,55
92,rice,black,winter,Chlorpyrifos,60
215,rice,red,winter,Deltamethrin,85
134,wheat,black,winter,Deltamethrin,100
496,rice,black,winter,Chlorpyrifos,60
417,rice,black,summer,Mancozeb,63
311,rice,red,summer,Carbendazim,42
417,wheat,red,winter,Chlorpyrifos,65
130,wheat,red,rainy,Copper Sulfate,68
364,rice,red,summer,Glyphosate,40
420,wheat,black,winter,Chlorpyrifos,80
52,wheat,black,winter,Chlorpyrifos,80
85,rice,black,rainy,Glyphosate,75
279,wheat,red,summer,Carbendazim,72
227,rice,black,rainy,Glyphosate,100
213,rice,black,winter,Carbendazim,87
313,rice,red,winter,Copper Sulfate,38
99,wheat,black,rainy,Mancozeb,63
458,wheat,black,winter,Carbendazim,77
190,wheat,red,winter,Mancozeb,98
498,rice,red,rainy,Glyphosate,60
364,rice,red,winter,Mancozeb,48
457,wheat,black,summer,Chlorpyrifos,60
92,rice,black,summer,Carbendazim,57
360,rice,red,summer,Imidacloprid,50
240,wheat,red,winter,Imidacloprid,100
494,wheat,red,summer,Imidacloprid,50
257,rice,black,rainy,Carbendazim,100
294,wheat,red,rainy,Mancozeb,78
357,wheat,black,rainy,Copper Sulfate,53
263,wheat,black,winter,Carbendazim,100
481,wheat,red,summer,Glyphosate,40
204,rice,red,summer,Copper Sulfate,68
339,wheat,black,winter,Deltamethrin,90
84,rice,red,rainy,Imidacloprid,70
347,wheat,black,winter,Imidacloprid,85
456,wheat,black,summer,Carbendazim,57
239,wheat,black,rainy,Imidacloprid,95
336,rice,red,rainy,Carbendazim,62
480,rice,red,summer,Imidacloprid,50
475,rice,red,winter,Carbendazim,42
237,wheat,black,summer,Copper Sulfate,83
416,rice,red,rainy,Copper Sulfate,58
108,rice,red,rainy,Deltamethrin,100
406,rice,black,summer,Chlorpyrifos,60
124,wheat,red,rainy,Imidacloprid,80
182,wheat,red,winter,Carbendazim,92
177,rice,red,winter,Copper Sulfate,68
336,rice,red,summer,Mancozeb,48
89,rice,red,winter,Glyphosate,40
158,rice,red,rainy,Copper Sulfate,88
87,rice,red,rainy,Glyphosate,60
181,wheat,black,winter,Imidacloprid,100
389,wheat,black,winter,Deltamethrin,90
94,wheat,red,summer,Mancozeb,48
338,wheat,black,winter,Copper Sulfate,73
219,rice,black,rainy,Chlorpyrifos,100
435,wheat,red,winter,Deltamethrin,75
445,rice,red,rainy,Mancozeb,68
342,wheat,black,winter,Copper Sulfate,73
110,rice,red,rainy,Glyphosate,90
480,wheat,black,summer,Mancozeb,63
301,rice,red,rainy,Copper Sulfate,58
284,wheat,red,summer,Deltamethrin,85
473,rice,black,summer,Carbendazim,57
498,wheat,red,summer,Chlorpyrifos,45
223,wheat,black,rainy,Chlorpyrifos,90
493,wheat,black,rainy,Glyphosate,55
454,wheat,black,rainy,Imidacloprid,65
199,rice,red,summer,Copper Sulfate,68
393,wheat,black,rainy,Imidacloprid,65
415,wheat,red,summer,Mancozeb,48
219,wheat,red,summer,Copper Sulfate,68
289,rice,black,summer,Deltamethrin,100
409,rice,black,summer,Carbendazim,57
496,wheat,black,rainy,Imidacloprid,65
258,wheat,red,winter,Carbendazim,92
152,wheat,red,rainy,Carbendazim,72
104,rice,red,summer,Chlorpyrifos,75
365,wheat,red,summer,Glyphosate,40
394,wheat,red,winter,Carbendazim,62
154,rice,black,rainy,Copper Sulfate,100
111,wheat,black,winter,Deltamethrin,100
104,rice,black,rainy,Imidacloprid,100
461,rice,black,winter,Deltamethrin,70
323,rice,black,summer,Chlorpyrifos,60
181,rice,black,winter,Deltamethrin,100
171,wheat,black,rainy,Deltamethrin,100
227,wheat,red,winter,Deltamethrin,100
491,rice,red,summer,Mancozeb,48
193,wheat,red,winter,Mancozeb,98
144,wheat,black,winter,Imidacloprid,100
101,wheat,red,rainy,Mancozeb,78
73,wheat,red,summer,Deltamethrin,55
283,rice,black,summer,Mancozeb,93
376,wheat,red,rainy,Carbendazim,42
183,rice,black,summer,Carbendazim,87
110,rice,black,summer,Mancozeb,93
485,rice,red,summer,Chlorpyrifos,45
213,wheat,black,rainy,Mancozeb,93
104,wheat,red,rainy,Carbendazim,72
178,rice,black,summer,Imidacloprid,95
356,rice,red,rainy,Mancozeb,68
403,wheat,red,winter,Chlorpyrifos,65
172,wheat,red,winter,Imidacloprid,100
140,rice,black,summer,Deltamethrin,100
486,rice,black,summer,Glyphosate,55
120,wheat,black,rainy,Mancozeb,93
424,wheat,red,summer,Mancozeb,48
253,wheat,red,winter,Copper Sulfate,88
234,rice,red,summer,Copper Sulfate,68
153,rice,red,summer,Copper Sulfate,68
469,rice,black,rainy,Copper Sulfate,73
498,rice,black,winter,Glyphosate,55
57,rice,red,summer,Imidacloprid,50
170,wheat,black,winter,Imidacloprid,100
124,wheat,black,rainy,Deltamethrin,100
188,rice,black,rainy,Imidacloprid,100
308,rice,red,winter,Carbendazim,42
483,rice,black,summer,Mancozeb,63
488,wheat,black,summer,Mancozeb,63
194,wheat,red,summer,Copper Sulfate,68
345,wheat,red,rainy,Chlorpyrifos,45
325,rice,red,rainy,Copper Sulfate,58
259,wheat,black,summer,Carbendazim,87
438,rice,black,summer,Carbendazim,57
286,rice,red,rainy,Imidacloprid,100
301,wheat,red,summer,Glyphosate,40
231,rice,red,winter,Chlorpyrifos,75
349,rice,red,rainy,Deltamethrin,75
223,rice,black,rainy,Carbendazim,100
215,rice,black,winter,Glyphosate,85
274,rice,black,summer,Mancozeb,93
234,wheat,black,rainy,Carbendazim,87
461,rice,black,winter,Carbendazim,57
306,rice,black,summer,Carbendazim,57
330,rice,black,winter,Imidacloprid,65
331,wheat,black,rainy,Mancozeb,63
471,rice,red,rainy,Copper Sulfate,58
130,wheat,black,winter,Glyphosate,100
250,rice,black,winter,Deltamethrin,100
316,wheat,black,summer,Deltamethrin,70
243,rice,black,winter,Mancozeb,93
140,rice,red,rainy,Carbendazim,92
407,wheat,black,summer,Carbendazim,57
65,rice,black,winter,Chlorpyrifos,60
367,rice,red,winter,Chlorpyrifos,45
493,wheat,black,summer,Copper Sulfate,53
400,wheat,red,rainy,Chlorpyrifos,45
57,rice,black,winter,Copper Sulfate,53
247,rice,red,summer,Imidacloprid,80
369,rice,black,winter,Copper Sulfate,53
103,wheat,black,rainy,Imidacloprid,95
436,wheat,red,winter,Imidacloprid,70
195,rice,black,summer,Deltamethrin,100
353,wheat,black,summer,Carbendazim,57
462,wheat,black,rainy,Deltamethrin,70
330,wheat,black,summer,Chlorpyrifos,60
147,wheat,red,rainy,Copper Sulfate,68
310,rice,red,rainy,Chlorpyrifos,65
53,wheat,black,rainy,Mancozeb,63
376,wheat,red,rainy,Copper Sulfate,38
210,rice,black,winter,Chlorpyrifos,90
179,wheat,black,summer,Glyphosate,85
227,rice,black,summer,Chlorpyrifos,90
50,wheat,red,rainy,Imidacloprid,50
230,wheat,red,rainy,Chlorpyrifos,75
154,rice,red,winter,Deltamethrin,85
428,rice,red,rainy,Mancozeb,68
464,rice,black,winter,Mancozeb,63
420,wheat,red,rainy,Mancozeb,48
136,wheat,red,summer,Copper Sulfate,68
195,rice,black,summer,Glyphosate,85
280,rice,black,winter,Carbendazim,87
392,wheat,red,winter,Carbendazim,62
64,wheat,red,winter,Glyphosate,60
80,wheat,black,rainy,Chlorpyrifos,60
497,rice,black,winter,Glyphosate,55
258,wheat,black,summer,Chlorpyrifos,90
494,rice,red,summer,Chlorpyrifos,45
416,wheat,black,summer,Carbendazim,57
452,rice,red,rainy,Copper Sulfate,58
270,rice,red,rainy,Chlorpyrifos,95
369,rice,red,summer,Deltamethrin,55
266,wheat,red,summer,Copper Sulfate,68
210,wheat,red,winter,Imidacloprid,100
166,wheat,red,summer,Copper Sulfate,68
481,wheat,black,rainy,Mancozeb,63
201,wheat,black,rainy,Deltamethrin,100
379,rice,red,summer,Copper Sulfate,38
321,wheat,black,summer,Glyphosate,55
284,rice,red,winter,Glyphosate,70
470,rice,red,summer,Glyphosate,40
274,wheat,red,rainy,Mancozeb,78
362,rice,black,summer,Glyphosate,55
64,wheat,black,rainy,Glyphosate,55
302,rice,black,rainy,Carbendazim,77
222,rice,red,winter,Carbendazim,72
117,wheat,red,rainy,Mancozeb,78
476,wheat,red,summer,Glyphosate,40
161,rice,red,winter,Imidacloprid,80
127,wheat,black,rainy,Glyphosate,85
153,rice,black,rainy,Imidacloprid,100
126,wheat,red,rainy,Glyphosate,70
112,wheat,red,winter,Glyphosate,90
240,wheat,red,winter,Deltamethrin,100
127,wheat,red,summer,Carbendazim,72
62,rice,red,rainy,Imidacloprid,70
389,wheat,red,rainy,Copper Sulfate,38
61,wheat,red,winter,Chlorpyrifos,65
436,wheat,red,rainy,Imidacloprid,50
169,rice,black,rainy,Mancozeb,100
155,wheat,red,rainy,Glyphosate,70
337,rice,black,rainy,Imidacloprid,85
327,rice,black,winter,Copper Sulfate,53
435,rice,red,winter,Copper Sulfate,38
131,wheat,black,rainy,Mancozeb,93
289,wheat,black,winter,Copper Sulfate,100
229,wheat,black,winter,Deltamethrin,100
224,wheat,red,summer,Chlorpyrifos,75
86,wheat,black,winter,Mancozeb,83
170,wheat,black,summer,Deltamethrin,100
336,wheat,red,winter,Deltamethrin,75
416,rice,black,summer,Deltamethrin,70
69,rice,red,winter,Deltamethrin,55
129,rice,black,rainy,Glyphosate,100
324,rice,red,rainy,Deltamethrin,75
191,wheat,red,summer,Glyphosate,70
78,rice,red,winter,Mancozeb,48
492,rice,black,winter,Mancozeb,63
257,rice,red,rainy,Mancozeb,98
140,rice,red,winter,Deltamethrin,85
344,wheat,red,summer,Copper Sulfate,38
164,rice,red,summer,Glyphosate,70
225,rice,red,rainy,Imidacloprid,100
465,wheat,red,rainy,Mancozeb,48
142,wheat,red,rainy,Imidacloprid,80
210,rice,red,rainy,Mancozeb,98
156,rice,black,summer,Mancozeb,93
61,rice,red,rainy,Mancozeb,68
264,wheat,black,summer,Chlorpyrifos,90
85,wheat,red,rainy,Chlorpyrifos,45
306,wheat,red,rainy,Imidacloprid,50
249,wheat,black,summer,Mancozeb,93
287,wheat,red,rainy,Chlorpyrifos,75
162,wheat,black,summer,Copper Sulfate,83
446,rice,black,rainy,Carbendazim,77
150,rice,red,summer,Copper Sulfate,68
298,wheat,black,rainy,Imidacloprid,95
141,rice,red,winter,Copper Sulfate,68
143,wheat,red,summer,Mancozeb,78
302,wheat,red,rainy,Imidacloprid,50
241,rice,black,rainy,Glyphosate,100
432,wheat,red,rainy,Copper Sulfate,38
486,rice,black,winter,Imidacloprid,65
353,rice,black,rainy,Carbendazim,77
232,rice,red,summer,Imidacloprid,80
180,rice,black,winter,Mancozeb,93
205,rice,red,winter,Deltamethrin,85
56,rice,black,rainy,Glyphosate,75
277,wheat,red,winter,Copper Sulfate,88
106,rice,red,winter,Carbendazim,72
447,rice,black,winter,Imidacloprid,65
229,rice,black,winter,Carbendazim,87
245,rice,black,rainy,Deltamethrin,100
396,rice,black,summer,Deltamethrin,70
422,wheat,red,rainy,Mancozeb,48
149,wheat,red,rainy,Deltamethrin,85
346,wheat,red,rainy,Chlorpyrifos,45
228,rice,black,summer,Copper Sulfate,83
224,rice,red,summer,Mancozeb,78
202,wheat,red,rainy,Copper Sulfate,68
213,wheat,red,rainy,Copper Sulfate,68
347,wheat,red,winter,Carbendazim,62
443,rice,black,rainy,Imidacloprid,85
121,rice,black,summer,Imidacloprid,95
307,wheat,red,rainy,Copper Sulfate,38
137,rice,red,rainy,Imidacloprid,100
255,rice,red,winter,Glyphosate,70
358,rice,red,winter,Glyphosate,40
168,wheat,black,summer,Imidacloprid,95
184,wheat,black,rainy,Imidacloprid,95
195,rice,red,rainy,Mancozeb,98
291,rice,red,winter,Mancozeb,78
356,rice,black,winter,Deltamethrin,70
184,wheat,red,winter,Imidacloprid,100
459,rice,red,winter,Glyphosate,40
271,wheat,red,winter,Copper Sulfate,88
416,rice,red,winter,Mancozeb,48
443,rice,black,rainy,Glyphosate,75
158,wheat,black,summer,Copper Sulfate,83
419,rice,black,summer,Carbendazim,57
129,wheat,black,winter,Deltamethrin,100
488,rice,black,rainy,Deltamethrin,90
298,rice,black,rainy,Imidacloprid,100
449,wheat,black,summer,Chlorpyrifos,60
475,rice,red,summer,Carbendazim,42
393,rice,red,winter,Mancozeb,48
66,wheat,black,summer,Copper Sulfate,53
209,wheat,black,winter,Chlorpyrifos,100
373,rice,red,summer,Glyphosate,40
278,wheat,red,winter,Glyphosate,90
334,rice,red,rainy,Mancozeb,68
390,rice,red,winter,Chlorpyrifos,45
148,wheat,red,rainy,Chlorpyrifos,75
255,rice,red,rainy,Mancozeb,98
138,wheat,red,summer,Deltamethrin,85
141,wheat,red,rainy,Mancozeb,78
218,wheat,red,rainy,Chlorpyrifos,75
269,rice,black,rainy,Mancozeb,100
186,wheat,black,rainy,Glyphosate,85
428,wheat,black,summer,Deltamethrin,70
453,rice,black,rainy,Copper Sulfate,73
209,wheat,black,summer,Carbendazim,87
314,rice,red,rainy,Mancozeb,68
78,rice,red,rainy,Mancozeb,68
249,rice,red,summer,Imidacloprid,80
311,wheat,black,summer,Glyphosate,55
415,wheat,black,winter,Chlorpyrifos,80
107,rice,red,rainy,Carbendazim,92
490,wheat,red,rainy,Glyphosate,40
387,wheat,red,summer,Carbendazim,42
173,wheat,red,summer,Imidacloprid,80
362,wheat,red,winter,Deltamethrin,75
474,wheat,red,winter,Carbendazim,62
183,rice,black,summer,Imidacloprid,95
425,wheat,black,winter,Imidacloprid,85
412,rice,red,rainy,Mancozeb,68
69,wheat,red,winter,Chlorpyrifos,65
483,wheat,red,summer,Imidacloprid,50
175,wheat,black,rainy,Carbendazim,87
308,wheat,red,winter,Mancozeb,68
320,rice,black,summer,Copper Sulfate,53
114,rice,red,summer,Deltamethrin,85
237,rice,red,rainy,Deltamethrin,100
347,rice,red,rainy,Imidacloprid,70
130,wheat,black,rainy,Carbendazim,87
265,rice,black,rainy,Copper Sulfate,100
139,rice,red,winter,Imidacloprid,80
102,wheat,black,rainy,Copper Sulfate,83
301,wheat,black,rainy,Mancozeb,63
479,wheat,red,summer,Copper Sulfate,38
444,rice,red,summer,Imidacloprid,50
227,wheat,black,rainy,Glyphosate,85
398,wheat,black,winter,Glyphosate,75
453,wheat,black,rainy,Copper Sulfate,53
480,wheat,red,winter,Imidacloprid,70
159,rice,black,summer,Mancozeb,93
390,wheat,red,rainy,Carbendazim,42
93,rice,black,summer,Mancozeb,63
366,wheat,red,summer,Copper Sulfate,38
251,rice,red,rainy,Deltamethrin,100
148,rice,red,summer,Copper Sulfate,68
179,rice,black,winter,Copper Sulfate,83
139,rice,red,rainy,Mancozeb,98
254,rice,red,summer,Glyphosate,70
203,wheat,red,summer,Mancozeb,78
391,wheat,red,rainy,Glyphosate,40
103,wheat,red,winter,Glyphosate,90
144,rice,red,rainy,Chlorpyrifos,95
247,wheat,red,winter,Deltamethrin,100
163,rice,black,winter,Imidacloprid,95
305,wheat,red,winter,Copper Sulfate,58
307,wheat,black,rainy,Imidacloprid,65
241,wheat,black,winter,Copper Sulfate,100
96,wheat,red,winter,Copper Sulfate,58
161,rice,black,summer,Deltamethrin,100
405,rice,red,winter,Chlorpyrifos,45
67,wheat,black,summer,Chlorpyrifos,60
190,rice,red,summer,Copper Sulfate,68
129,wheat,black,rainy,Carbendazim,87
291,rice,red,rainy,Mancozeb,98
358,wheat,black,summer,Imidacloprid,65
76,rice,red,rainy,Chlorpyrifos,65
461,rice,black,summer,Copper Sulfate,53
121,rice,red,winter,Chlorpyrifos,75
97,rice,black,summer,Carbendazim,57
290,rice,black,summer,Glyphosate,85
65,wheat,black,rainy,Deltamethrin,70
336,wheat,red,rainy,Mancozeb,48
113,wheat,black,rainy,Copper Sulfate,83
281,wheat,black,rainy,Copper Sulfate,83
424,rice,black,summer,Mancozeb,63
81,rice,black,winter,Mancozeb,63
218,wheat,black,winter,Mancozeb,100
224,rice,red,summer,Deltamethrin,85
427,wheat,black,rainy,Chlorpyrifos,60
397,rice,red,summer,Mancozeb,48
77,rice,red,summer,Mancozeb,48
396,wheat,black,winter,Glyphosate,75
401,wheat,black,rainy,Copper Sulfate,53
279,wheat,black,summer,Copper Sulfate,83
340,rice,black,summer,Deltamethrin,70
403,rice,red,rainy,Carbendazim,62
464,rice,red,rainy,Chlorpyrifos,65
309,wheat,red,winter,Copper Sulfate,58
288,rice,red,summer,Deltamethrin,85
338,rice,red,summer,Deltamethrin,55
83,rice,red,summer,Carbendazim,42
60,rice,red,winter,Chlorpyrifos,45
357,rice,red,summer,Mancozeb,48
255,rice,red,summer,Chlorpyrifos,75
369,wheat,black,winter,Deltamethrin,90
226,rice,red,rainy,Imidacloprid,100
457,wheat,black,winter,Chlorpyrifos,80
277,wheat,red,rainy,Mancozeb,78
265,wheat,red,rainy,Glyphosate,70
68,wheat,black,winter,Glyphosate,75
313,wheat,black,rainy,Copper Sulfate,53
211,rice,black,summer,Deltamethrin,100
337,rice,red,winter,Glyphosate,40
240,rice,red,winter,Imidacloprid,80
255,rice,red,winter,Glyphosate,70
284,wheat,red,summer,Imidacloprid,80
302,wheat,black,summer,Imidacloprid,65
348,wheat,black,summer,Deltamethrin,70
157,rice,black,rainy,Carbendazim,100
479,rice,black,winter,Copper Sulfate,53
273,rice,black,winter,Copper Sulfate,83
73,wheat,red,rainy,Glyphosate,40
357,rice,black,summer,Imidacloprid,65
56,rice,black,winter,Carbendazim,57
51,wheat,black,winter,Deltamethrin,90
458,rice,black,rainy,Chlorpyrifos,80
246,rice,red,rainy,Deltamethrin,100
124,rice,black,rainy,Copper Sulfate,100
216,wheat,red,winter,Glyphosate,90
404,rice,red,summer,Mancozeb,48
273,rice,black,summer,Mancozeb,93
364,rice,black,rainy,Imidacloprid,85
364,wheat,black,summer,Carbendazim,57
317,rice,black,winter,Carbendazim,57
351,rice,black,winter,Deltamethrin,70
231,rice,red,summer,Imidacloprid,80
259,wheat,black,winter,Deltamethrin,100
333,wheat,black,winter,Mancozeb,83
181,wheat,black,summer,Glyphosate,85
476,rice,black,rainy,Imidacloprid,85
443,wheat,red,rainy,Carbendazim,42
64,rice,black,rainy,Deltamethrin,90
442,rice,black,summer,Chlorpyrifos,60
181,rice,black,winter,Imidacloprid,95
409,rice,red,winter,Chlorpyrifos,45
86,rice,black,summer,Glyphosate,55
458,rice,red,winter,Mancozeb,48
414,wheat,red,rainy,Copper Sulfate,38
254,rice,black,rainy,Chlorpyrifos,100
72,rice,black,summer,Imidacloprid,65
263,wheat,red,summer,Copper Sulfate,68
266,rice,red,summer,Copper Sulfate,68
175,rice,red,winter,Imidacloprid,80
277,wheat,black,summer,Deltamethrin,100
191,rice,black,summer,Copper Sulfate,83
352,rice,black,summer,Carbendazim,57
181,wheat,black,summer,Deltamethrin,100
83,wheat,red,rainy,Copper Sulfate,38
295,wheat,red,rainy,Chlorpyrifos,75
165,rice,black,winter,Carbendazim,87
311,wheat,black,rainy,Deltamethrin,70
332,rice,red,summer,Glyphosate,40
185,wheat,red,rainy,Mancozeb,78
214,rice,red,summer,Mancozeb,78
468,wheat,red,rainy,Carbendazim,42
93,wheat,red,winter,Carbendazim,62
495,wheat,black,winter,Carbendazim,77
469,wheat,black,rainy,Carbendazim,57
478,rice,red,winter,Mancozeb,48
409,wheat,red,rainy,Deltamethrin,55
302,rice,red,rainy,Carbendazim,62
137,rice,black,summer,Mancozeb,93
385,rice,black,winter,Carbendazim,57
398,wheat,red,winter,Glyphosate,60
282,wheat,black,summer,Glyphosate,85
184,wheat,black,rainy,Copper Sulfate,83
374,wheat,red,rainy,Imidacloprid,50
268,wheat,black,summer,Glyphosate,85
155,wheat,black,rainy,Chlorpyrifos,90
287,wheat,black,rainy,Imidacloprid,95
340,rice,red,winter,Mancozeb,48
313,rice,red,summer,Mancozeb,48
279,rice,black,summer,Deltamethrin,100
496,wheat,black,rainy,Imidacloprid,65
375,wheat,red,winter,Copper Sulfate,58
371,wheat,black,rainy,Chlorpyrifos,60
131,wheat,black,rainy,Copper Sulfate,83
146,rice,black,winter,Chlorpyrifos,90
382,wheat,red,rainy,Carbendazim,42
69,wheat,black,rainy,Imidacloprid,65
215,rice,red,winter,Copper Sulfate,68
102,wheat,black,winter,Carbendazim,100
419,wheat,red,summer,Chlorpyrifos,45
349,wheat,black,summer,Imidacloprid,65
239,wheat,red,rainy,Imidacloprid,80
393,rice,red,rainy,Mancozeb,68
323,rice,red,winter,Chlorpyrifos,45
265,rice,red,winter,Mancozeb,78
119,wheat,red,summer,Deltamethrin,85
169,wheat,black,summer,Imidacloprid,95
298,rice,red,summer,Deltamethrin,85
330,wheat,black,rainy,Mancozeb,63
438,wheat,black,rainy,Carbendazim,57
482,wheat,black,summer,Carbendazim,57
219,rice,red,rainy,Deltamethrin,100
368,rice,black,winter,Mancozeb,63
356,wheat,red,summer,Imidacloprid,50
278,rice,red,rainy,Carbendazim,92
112,rice,red,summer,Mancozeb,78
497,rice,red,rainy,Mancozeb,68
458,rice,red,summer,Glyphosate,40
207,rice,black,rainy,Chlorpyrifos,100
154,rice,red,rainy,Deltamethrin,100
442,rice,black,winter,Carbendazim,57
108,rice,black,rainy,Glyphosate,100
159,rice,red,summer,Carbendazim,72
228,wheat,black,summer,Imidacloprid,95
479,rice,red,winter,Chlorpyrifos,45
358,wheat,black,summer,Chlorpyrifos,60
333,rice,black,winter,Glyphosate,55
287,wheat,red,winter,Chlorpyrifos,95
263,rice,black,winter,Chlorpyrifos,90
90,wheat,red,rainy,Imidacloprid,50
57,wheat,red,winter,Deltamethrin,75
267,wheat,black,rainy,Glyphosate,85
460,wheat,red,winter,Mancozeb,68
402,rice,black,winter,Mancozeb,63
116,rice,black,summer,Mancozeb,93
449,rice,red,rainy,Chlorpyrifos,65
361,rice,red,summer,Chlorpyrifos,45
424,wheat,black,summer,Deltamethrin,70
206,rice,black,rainy,Imidacloprid,100
213,rice,red,rainy,Imidacloprid,100
165,rice,red,summer,Chlorpyrifos,75
398,wheat,red,summer,Mancozeb,48
402,wheat,black,winter,Deltamethrin,90
261,rice,black,winter,Chlorpyrifos,90
388,rice,black,rainy,Copper Sulfate,73
